employee_id,employee_name,department,team,designation,employment_type,experience_years,joining_date,location,manager_id,skill_primary,skill_secondary,grade_level,employment_status,cost_center,capacity_hours_monthly
EMP0184,Employee 0184,Design,Team E,Finance Analyst,Full-Time,5,2018-11-20,Mumbai,EMP0017,AWS,SQL,G3,Active,CC-164,160
EMP0185,Employee 0185,QA,Team E,Designer,Full-Time,3,2024-07-06,Chennai,EMP0108,Data Science,Python,G2,Active,CC-103,160
EMP0186,Employee 0186,Data & Analytics,Team B,Junior Engineer,Full-Time,6,2025-03-12,Noida,EMP0080,Python,DevOps,G4,Active,CC-180,160
EMP0187,Employee 0187,HR,Team D,Data Analyst,Contract,5,2025-03-14,Mumbai,EMP0059,Java,Python,G3,Active,CC-120,160
EMP0188,Employee 0188,Finance,Team B,QA Engineer,Full-Time,4,2023-06-07,Chennai,EMP0111,Power BI,Analytics,G3,Active,CC-151,160
EMP0189,Employee 0189,QA,Team B,HR Executive,Full-Time,1,2022-02-26,Remote,EMP0016,AWS,DevOps,G1,Active,CC-131,160
EMP0190,Employee 0190,QA,Team E,Software Engineer,Full-Time,0,2018-07-27,Noida,EMP0032,SQL,Analytics,G1,Active,CC-173,160
EMP0191,Employee 0191,DevOps,Team D,Lead Engineer,Full-Time,3,2019-10-15,Mumbai,EMP0064,Python,SQL,G2,Active,CC-150,160
EMP0192,Employee 0192,HR,Team A,Product Analyst,Full-Time,7,2020-09-13,Mumbai,EMP0064,Data Science,DevOps,G4,Active,CC-136,160
EMP0193,Employee 0193,HR,Team C,Junior Engineer,Full-Time,5,2019-03-17,Noida,EMP0047,Python,UI/UX,G3,Active,CC-106,160
EMP0194,Employee 0194,Sales,Team D,Product Manager,Full-Time,0,2020-03-08,Remote,EMP0098,Node.js,,G1,Active,CC-179,160
EMP0195,Employee 0195,Sales,Team C,Software Engineer,Intern,5,2019-06-12,Chennai,EMP0097,SQL,,G3,Active,CC-177,100
EMP0196,Employee 0196,HR,Team C,QA Engineer,Full-Time,5,2023-08-11,Remote,EMP0067,Excel,Cloud,G3,Active,CC-177,160
EMP0197,Employee 0197,HR,Team D,Senior Engineer,Contract,1,2021-09-05,Mumbai,EMP0076,Power BI,DevOps,G1,Active,CC-190,160
EMP0198,Employee 0198,Sales,Team A,Data Analyst,Full-Time,4,2023-04-30,Noida,EMP0075,AWS,Python,G3,Active,CC-176,160
EMP0199,Employee 0199,Finance,Team E,Data Analyst,Full-Time,4,2025-05-09,Pune,,Python,DevOps,G3,Active,CC-121,160
EMP0200,Employee 0200,HR,Team B,DevOps Engineer,Full-Time,1,2024-12-13,Delhi,,Java,Agile,G1,Active,CC-102,160
EMP0201,Employee 0201,Finance,Team D,Data Scientist,Full-Time,5,2022-09-12,Remote,EMP0112,Python,Cloud,G3,Active,CC-166,160
EMP0202,Employee 0202,Product,Team D,Product Manager,Intern,6,2021-08-24,Chennai,EMP0023,Excel,Analytics,G4,Active,CC-169,100
EMP0203,Employee 0203,DevOps,Team E,DevOps Engineer,Full-Time,7,2025-08-20,Remote,EMP0025,React,Testing,G4,Active,CC-171,160
EMP0204,Employee 0204,Design,Team D,Lead Engineer,Full-Time,7,2021-05-04,Chennai,EMP0062,Power BI,Testing,G4,Active,CC-136,160
EMP0205,Employee 0205,Data & Analytics,Team D,Designer,Full-Time,0,2025-08-03,Chennai,EMP0099,SQL,Testing,G1,Active,CC-105,160
EMP0206,Employee 0206,Design,Team C,Support Engineer,Full-Time,1,2018-11-20,Remote,EMP0028,React,Testing,G1,Active,CC-171,160
EMP0207,Employee 0207,DESIGN,Team B,Senior Engineer,Full-Time,6,2019-03-24,Delhi,EMP0086,Node.js,Agile,G4,Active,CC-181,160
EMP0208,Employee 0208,Product,Team A,Junior Engineer,Full-Time,6,2019-02-15,Hyderabad,EMP0001,Node.js,Cloud,G4,Active,CC-152,160
EMP0209,Employee 0209,Finance,Team C,Product Analyst,Full-Time,6,2025-04-18,Mumbai,EMP0083,Python,SQL,G4,Inactive,CC-183,160
EMP0210,Employee 0210,Sales,Team A,Lead Engineer,Full-Time,16,2024-01-01,Hyderabad,EMP0054,SQL,Python,G8,Active,CC-150,160
EMP0211,Employee 0211,Finance,Team E,Senior Engineer,Contract,6,2021-03-31,Bengaluru,EMP0119,Power BI,Testing,G4,Active,CC-158,160
EMP0212,Employee 0212,HR,Team E,Product Manager,Contract,7,2023-07-17,Remote,EMP0035,React,SQL,G4,Active,CC-142,160
EMP0213,Employee 0213,QA,Team A,Support Engineer,Full-Time,7,2023-02-23,Chennai,EMP0102,AWS,Agile,G4,Active,CC-122,160
EMP0214,Employee 0214,Sales,Team E,Finance Analyst,Contract,6,2025-03-01,Chennai,EMP0012,Testing,SQL,G4,Active,CC-123,160
EMP0215,Employee 0215,QA,Team D,Product Analyst,Contract,3,2021-08-18,Pune,EMP0058,AWS,Analytics,G2,Active,CC-138,160
EMP0216,Employee 0216,Sales,Team B,Support Engineer,Full-Time,6,2024-06-04,Delhi,EMP0086,Java,DevOps,G4,Active,CC-139,160
EMP0217,Employee 0217,QA,Team C,QA Engineer,Full-Time,2,2025-09-11,Bengaluru,EMP0082,AWS,Analytics,G2,Active,CC-178,160
EMP0218,Employee 0218,Product,Team E,Lead Engineer,Full-Time,3,2019-07-02,Chennai,EMP0054,Node.js,DevOps,G2,Active,CC-196,160
EMP0219,Employee 0219,HR,Team E,HR Executive,Contract,3,2025-06-13,Bengaluru,EMP0068,Excel,Analytics,G2,Active,CC-109,160
EMP0220,Employee 0220,Sales,Team B,Software Engineer,Contract,4,2018-09-10,Hyderabad,EMP0022,Power BI,DevOps,G3,Active,CC-114,160
EMP0221,Employee 0221,Product,Team D,Support Engineer,Full-Time,11,2024-07-16,Delhi,EMP0059,SQL,UI/UX,G6,Active,CC-158,160
EMP0222,Employee 0222,Sales,Team A,Junior Engineer,Full-Time,0,2024-04-07,Noida,EMP0033,Python,Agile,G1,Active,CC-174,160
EMP0223,Employee 0223,Data & Analytics,Team A,Junior Engineer,Full-Time,6,2022-10-02,Bengaluru,EMP0120,Excel,Python,G4,Active,CC-136,160
EMP0224,Employee 0224,Support,Team D,Senior Engineer,Full-Time,0,2019-07-09,Chennai,EMP0115,Testing,DevOps,G1,On Leave,CC-148,160
EMP0225,Employee 0225,SUPPORT,Team B,Software Engineer,Contract,3,2025-08-28,Chennai,EMP0016,SQL,UI/UX,G2,Active,CC-167,160
EMP0226,Employee 0226,QA,Team C,Support Engineer,Contract,7,2020-07-01,Remote,EMP0087,Node.js,UI/UX,G4,Active,CC-168,160
EMP0227,Employee 0227,Support,Team C,Finance Analyst,Full-Time,4,2020-07-29,Pune,EMP0120,Java,Python,G3,Active,CC-184,160
EMP0228,Employee 0228,Support,Team E,Designer,Full-Time,1,2018-03-06,Delhi,EMP0058,Data Science,Python,G1,Active,CC-131,160
EMP0229,Employee 0229,Engineering,Team A,QA Engineer,Full-Time,2,2022-12-03,Hyderabad,EMP0065,AWS,Agile,G2,Active,CC-193,160
EMP0230,Employee 0230,Sales,Team C,Data Scientist,Full-Time,6,2024-06-23,Pune,EMP0039,SQL,Agile,G4,Active,CC-152,160
EMP0231,Employee 0231,Design,Team B,Data Analyst,Full-Time,2,2018-09-07,Noida,EMP0072,Excel,Python,G2,Active,CC-144,160
EMP0232,Employee 0232,Support,Team B,HR Executive,Full-Time,5,2023-11-19,Mumbai,,SQL,DevOps,G3,Active,CC-130,160
EMP0233,Employee 0233,Product,Team A,Data Analyst,Full-Time,4,2025-12-08,Noida,EMP0054,Node.js,Cloud,G3,Active,CC-149,160
EMP0234,Employee 0234,Product,Team D,Data Analyst,Full-Time,2,2020-04-12,Chennai,EMP0012,Node.js,Agile,G2,Active,CC-106,160
EMP0235,Employee 0235,Design,Team A,QA Engineer,Full-Time,10,2025-07-22,Pune,EMP0103,Data Science,Agile,G6,Active,CC-161,160
EMP0236,Employee 0236,Product,Team B,Finance Analyst,Full-Time,6,2021-09-25,Pune,EMP0095,Java,DevOps,G4,Active,CC-131,160
EMP0237,Employee 0237,Sales,Team C,Support Engineer,Full-Time,0,2020-04-17,Mumbai,EMP0049,Excel,Analytics,G1,Active,CC-139,160
EMP0238,Employee 0238,Design,Team D,Data Scientist,Contract,5,2023-10-02,Chennai,EMP0118,React,Analytics,G3,Active,CC-140,160
EMP0239,Employee 0239,Support,Team A,Junior Engineer,Contract,2,2024-04-23,Mumbai,EMP0071,Data Science,UI/UX,G2,Active,CC-137,160
EMP0240,Employee 0240,QA,Team B,Lead Engineer,Full-Time,7,2021-09-13,Remote,EMP0071,Power BI,Testing,G4,Active,CC-197,160
EMP0241,Employee 0241,Finance,Team C,Support Engineer,Full-Time,2,2025-03-13,Hyderabad,EMP0018,Node.js,DevOps,G2,Active,CC-123,160
EMP0242,Employee 0242,HR,Team A,DevOps Engineer,Full-Time,4,2018-08-29,Delhi,EMP0098,Python,UI/UX,G3,Active,CC-117,160
EMP0243,Employee 0243,Product,Team D,Software Engineer,Full-Time,6,2025-12-06,Chennai,EMP0008,Data Science,DevOps,G4,Active,CC-184,160
EMP0244,Employee 0244,Finance,Team A,Junior Engineer,Full-Time,7,2018-01-28,Mumbai,EMP0069,AWS,Python,G4,Active,CC-164,160
EMP0245,Employee 0245,Support,Team B,HR Executive,Full-Time,0,2020-01-05,Pune,EMP0025,Data Science,Testing,G1,Active,CC-145,160
EMP0246,Employee 0246,Design,Team D,HR Executive,Full-Time,3,2022-06-14,Pune,EMP0090,React,,G2,Inactive,CC-187,160
EMP0247,Employee 0247,Data & Analytics,Team D,DevOps Engineer,Full-Time,3,2025-04-15,Noida,EMP0071,Excel,Python,G2,Active,CC-181,160
EMP0248,Employee 0248,Engineering,Team C,Support Engineer,Full-Time,2,2019-12-03,Bengaluru,EMP0115,Node.js,Python,G2,Active,CC-129,160
EMP0249,Employee 0249,Product,Team A,Sales Executive,Contract,9,2025-10-06,,EMP0088,AWS,Python,G5,Active,CC-122,160
EMP0250,Employee 0250,DevOps,Team D,Junior Engineer,Full-Time,5,2020-04-28,Bengaluru,EMP0039,SQL,Agile,G3,Active,CC-172,160
EMP0251,Employee 0251,Support,Team B,DevOps Engineer,Full-Time,0,2024-01-24,Bengaluru,EMP0065,Power BI,Python,G1,Active,CC-112,160
EMP0252,Employee 0252,Support,Team E,Lead Engineer,Full-Time,7,2018-11-08,Noida,EMP0100,Power BI,Python,G4,Active,CC-181,160
EMP0253,Employee 0253,Design,Team D,HR Executive,Full-Time,10,2023-01-20,,EMP0024,Data Science,UI/UX,G6,Active,CC-110,160
EMP0254,Employee 0254,Sales,Team B,Data Analyst,Full-Time,7,2020-10-06,Noida,EMP0092,SQL,UI/UX,G4,Active,CC-140,160
EMP0255,Employee 0255,DevOps,Team C,Software Engineer,Full-Time,0,2019-01-10,Mumbai,EMP0014,SQL,SQL,G1,Active,CC-123,160
EMP0256,Employee 0256,Support,Team A,Product Analyst,Full-Time,3,2024-03-31,Bengaluru,EMP0046,Node.js,,G2,Active,CC-176,160
EMP0257,Employee 0257,Sales,Team D,HR Executive,Contract,8,2021-08-21,Noida,EMP0100,Java,Agile,G5,Active,CC-173,160
EMP0258,Employee 0258,HR,Team C,Senior Engineer,Full-Time,2,2025-09-08,Mumbai,EMP0064,SQL,SQL,G2,Active,CC-121,160
EMP0259,Employee 0259,Support,Team C,Data Analyst,Full-Time,5,2022-09-21,Mumbai,EMP0032,Excel,Agile,G3,Active,CC-158,160
EMP0260,Employee 0260,DATA & ANALYTICS,Team E,Senior Engineer,Full-Time,6,2021-06-01,Noida,EMP0103,Power BI,DevOps,G4,Active,CC-142,160
EMP0261,Employee 0261,Support,Team C,Finance Analyst,Intern,1,2025-04-20,Pune,EMP0062,Power BI,Cloud,G1,Active,CC-150,100
EMP0262,Employee 0262,DevOps,Team B,Data Analyst,Full-Time,4,2025-10-17,Chennai,EMP0049,AWS,UI/UX,G3,Inactive,CC-146,160
EMP0263,Employee 0263,Data & Analytics,Team B,Sales Executive,Full-Time,0,2024-04-28,Delhi,EMP0094,Excel,Agile,G1,On Leave,CC-156,160
EMP0264,Employee 0264,Design,Team D,Finance Analyst,Full-Time,1,2025-10-08,Remote,EMP0018,AWS,Agile,G1,Active,CC-132,160
EMP0265,Employee 0265,QA,Team E,Support Engineer,Full-Time,3,2022-09-30,Remote,EMP0075,Testing,UI/UX,G2,Active,CC-169,160
EMP0266,Employee 0266,Engineering,Team E,HR Executive,Full-Time,0,2022-01-12,Bengaluru,EMP0014,React,Analytics,G1,Active,CC-121,160
EMP0267,Employee 0267,Sales,Team D,Junior Engineer,Intern,9,2024-04-25,Chennai,EMP0102,Testing,SQL,G5,Active,CC-101,100
EMP0268,Employee 0268,Data & Analytics,Team E,Data Analyst,Full-Time,0,2020-06-28,Pune,EMP0058,Power BI,UI/UX,G1,Active,CC-159,160
EMP0269,Employee 0269,Sales,Team D,Support Engineer,Full-Time,3,2023-08-12,Bengaluru,EMP0038,Testing,SQL,G2,On Leave,CC-114,160
EMP0270,Employee 0270,QA,Team E,Data Scientist,Full-Time,4,2021-07-01,Remote,EMP0045,Excel,SQL,G3,Active,CC-156,160
EMP0271,Employee 0271,Finance,Team A,Data Scientist,Full-Time,8,2018-10-03,Delhi,EMP0109,Power BI,SQL,G5,Active,CC-186,160
EMP0272,Employee 0272,QA,Team C,Sales Executive,Full-Time,0,2020-09-26,Noida,EMP0060,React,UI/UX,G1,Active,CC-180,160
EMP0273,Employee 0273,QA,Team E,Senior Engineer,Full-Time,7,2025-03-08,Pune,EMP0058,Data Science,UI/UX,G4,Active,CC-149,160
EMP0274,Employee 0274,Engineering,Team A,Support Engineer,Full-Time,4,2020-05-29,Bengaluru,EMP0103,Node.js,Cloud,G3,Active,CC-146,160
EMP0275,Employee 0275,DevOps,Team D,Lead Engineer,Full-Time,1,2023-02-18,Chennai,EMP0077,Testing,UI/UX,G1,Active,CC-175,160
EMP0276,Employee 0276,DATA & ANALYTICS,Team C,Data Scientist,Contract,5,2021-12-12,Bengaluru,EMP0087,SQL,Analytics,G3,Active,CC-115,160
EMP0277,Employee 0277,Product,Team E,Data Analyst,Full-Time,5,2019-04-25,Noida,EMP0054,Data Science,Cloud,G3,Active,CC-173,160
EMP0278,Employee 0278,Support,Team B,QA Engineer,Full-Time,2,2020-01-31,Hyderabad,EMP0063,AWS,Cloud,G2,Active,CC-123,160
EMP0279,Employee 0279,DevOps,Team A,Finance Analyst,Full-Time,4,2023-01-22,Remote,EMP0018,React,UI/UX,G3,Active,CC-171,160
EMP0280,Employee 0280,HR,Team D,DevOps Engineer,Full-Time,3,2023-07-21,Remote,EMP0022,Java,Python,G2,Active,CC-197,160
EMP0281,Employee 0281,Product,Team B,Data Analyst,Full-Time,4,2018-05-14,Remote,EMP0073,Excel,SQL,G3,Active,CC-173,160
EMP0282,Employee 0282,Data & Analytics,Team A,Data Analyst,Contract,6,2024-02-03,Remote,EMP0070,React,UI/UX,G4,Active,CC-113,160
EMP0283,Employee 0283,Product,Team A,Data Analyst,Full-Time,9,2018-05-13,Remote,EMP0111,Java,Agile,G5,Active,CC-126,160
EMP0284,Employee 0284,Sales,Team D,Support Engineer,Contract,0,2021-12-07,Hyderabad,EMP0079,SQL,Agile,G1,Active,CC-126,160
EMP0285,Employee 0285,Engineering,Team B,Designer,Full-Time,10,2021-12-07,Chennai,EMP0091,AWS,Testing,G6,Active,CC-173,160
EMP0286,Employee 0286,Design,Team A,Finance Analyst,Intern,0,2023-10-09,Hyderabad,EMP0097,Testing,Python,G1,Active,CC-135,100
EMP0287,Employee 0287,QA,Team B,Support Engineer,Full-Time,4,2019-06-28,Noida,EMP0063,SQL,Testing,G3,Active,CC-180,160
EMP0288,Employee 0288,Support,Team A,QA Engineer,Full-Time,6,2023-01-26,Noida,EMP0066,AWS,Analytics,G4,Active,CC-158,160
EMP0289,Employee 0289,Finance,Team A,Data Scientist,Full-Time,5,2024-07-11,Remote,EMP0082,Power BI,SQL,G3,Active,CC-168,160
EMP0290,Employee 0290,Support,Team C,Lead Engineer,Contract,2,2022-10-26,Mumbai,EMP0044,Node.js,Cloud,G2,Active,CC-172,160
EMP0291,Employee 0291,Finance,Team A,HR Executive,Contract,3,2021-11-08,Bengaluru,EMP0081,Excel,Python,G2,Active,CC-115,160
EMP0292,Employee 0292,QA,Team B,Product Analyst,Full-Time,3,2023-02-13,Hyderabad,EMP0113,AWS,Cloud,G2,Inactive,CC-135,160
EMP0293,Employee 0293,Data & Analytics,Team B,DevOps Engineer,Full-Time,2,2022-01-16,Delhi,EMP0051,AWS,Agile,G2,Active,CC-154,160
EMP0294,Employee 0294,Data & Analytics,Team B,Support Engineer,Full-Time,7,2019-01-25,Pune,EMP0067,Excel,Python,G4,Active,CC-101,160
EMP0295,Employee 0295,DevOps,Team B,Finance Analyst,Intern,5,2019-05-09,Remote,EMP0010,React,UI/UX,G3,Active,CC-111,100
EMP0296,Employee 0296,Data & Analytics,Team D,Software Engineer,Full-Time,2,2021-07-07,Hyderabad,EMP0083,SQL,SQL,G2,Active,CC-167,160
EMP0297,Employee 0297,Sales,Team B,Junior Engineer,Full-Time,7,2024-11-04,Hyderabad,EMP0118,Testing,DevOps,G4,Active,CC-127,160
EMP0298,Employee 0298,Data & Analytics,Team D,Sales Executive,Full-Time,5,2019-02-16,Chennai,EMP0055,Power BI,Cloud,G3,Active,CC-131,160
EMP0299,Employee 0299,Design,Team E,DevOps Engineer,Full-Time,6,2018-12-12,Mumbai,EMP0100,Python,Testing,G4,Active,CC-126,160
EMP0300,Employee 0300,HR,Team A,Designer,Full-Time,6,2023-09-19,Pune,EMP0064,Testing,SQL,G4,Active,CC-130,160
EMP0301,Employee 0301,Finance,Team A,DevOps Engineer,Full-Time,2,2024-08-29,Chennai,EMP0120,Power BI,Cloud,G2,Active,CC-149,160
EMP0302,Employee 0302,Sales,Team D,QA Engineer,Full-Time,2,2022-02-05,Bengaluru,EMP0003,Data Science,SQL,G2,Active,CC-101,160
EMP0303,Employee 0303,Design,Team D,Lead Engineer,Contract,6,2018-06-13,Mumbai,EMP0081,Node.js,UI/UX,G4,Inactive,CC-154,160
EMP0304,Employee 0304,Support,Team C,Software Engineer,Full-Time,6,2025-03-08,Bengaluru,EMP0040,Java,Agile,G4,Active,CC-119,160
EMP0305,Employee 0305,HR,Team A,Data Scientist,Full-Time,4,2022-05-20,Mumbai,EMP0090,Testing,Agile,G3,Active,CC-107,160
EMP0306,Employee 0306,Product,Team A,Software Engineer,Full-Time,4,2022-11-15,Mumbai,EMP0086,SQL,SQL,G3,Active,CC-101,160
EMP0307,Employee 0307,QA,Team E,Support Engineer,Full-Time,8,2018-02-16,Mumbai,EMP0022,Power BI,Cloud,G5,Inactive,CC-195,160
EMP0308,Employee 0308,Design,Team D,Support Engineer,Full-Time,2,2019-04-29,Mumbai,EMP0068,Java,Testing,G2,Active,CC-191,160
EMP0309,Employee 0309,Sales,Team A,DevOps Engineer,Full-Time,6,2018-11-12,Remote,EMP0110,Data Science,Cloud,G4,Active,CC-147,160
EMP0310,Employee 0310,QA,Team A,Data Analyst,Contract,3,2019-02-26,Pune,EMP0095,Node.js,Python,G2,Active,CC-105,160
EMP0311,Employee 0311,Engineering,Team B,Lead Engineer,Full-Time,3,2018-07-08,Hyderabad,EMP0120,Python,UI/UX,G2,Active,CC-128,160
EMP0312,Employee 0312,DevOps,Team A,Lead Engineer,Contract,7,2022-09-01,Chennai,EMP0016,Node.js,Python,G4,Active,CC-122,160
EMP0313,Employee 0313,Product,Team A,HR Executive,Intern,6,2023-10-14,Remote,EMP0111,AWS,Testing,G4,Inactive,CC-141,100
EMP0314,Employee 0314,Data & Analytics,Team E,Product Manager,Full-Time,6,2023-02-14,Mumbai,EMP0095,Data Science,Agile,G4,Active,CC-159,160
EMP0315,Employee 0315,DevOps,Team E,Designer,Intern,8,2023-07-14,Pune,EMP0020,Python,UI/UX,G5,Active,CC-103,100
EMP0316,Employee 0316,Product,Team A,Product Manager,Full-Time,4,2021-11-19,Chennai,EMP0001,Testing,Testing,G3,Active,CC-113,160
EMP0317,Employee 0317,Product,Team B,Product Manager,Full-Time,6,2020-09-02,Mumbai,EMP0012,Python,Agile,G4,Inactive,CC-166,160
EMP0318,Employee 0318,Support,Team E,Support Engineer,Full-Time,3,2022-03-06,Bengaluru,EMP0065,SQL,UI/UX,G2,Active,CC-109,160
EMP0319,Employee 0319,Sales,Team B,Designer,Full-Time,5,2018-09-13,Mumbai,EMP0034,Power BI,UI/UX,G3,Inactive,CC-189,160
EMP0320,Employee 0320,DevOps,Team B,Data Scientist,Full-Time,4,2023-01-29,Hyderabad,EMP0100,Data Science,,G3,Active,CC-119,160
EMP0321,Employee 0321,Data & Analytics,Team E,Senior Engineer,Full-Time,4,2023-01-16,Chennai,EMP0099,React,DevOps,G3,Active,CC-139,160
EMP0322,Employee 0322,Finance,Team C,Data Analyst,Full-Time,6,2019-05-07,Delhi,EMP0028,Power BI,Cloud,G4,Active,CC-111,160
EMP0323,Employee 0323,Product,Team C,Data Scientist,Full-Time,2,2022-06-12,Hyderabad,EMP0004,Testing,DevOps,G2,Active,CC-171,160
EMP0324,Employee 0324,HR,Team B,Lead Engineer,Full-Time,10,2019-01-23,Bengaluru,EMP0002,Python,Agile,G6,Active,CC-116,160
EMP0325,Employee 0325,Product,Team A,Finance Analyst,Full-Time,1,2022-06-29,Mumbai,EMP0118,Java,Python,G1,Active,CC-108,160
EMP0326,Employee 0326,Product,Team C,Sales Executive,Full-Time,0,2025-03-30,Bengaluru,EMP0006,Excel,Python,G1,Active,CC-121,160
EMP0327,Employee 0327,Sales,Team D,QA Engineer,Full-Time,7,2022-06-06,Hyderabad,EMP0046,React,Cloud,G4,Active,CC-135,160
EMP0328,Employee 0328,Design,Team B,Product Analyst,Full-Time,6,2019-09-01,Mumbai,EMP0064,Testing,DevOps,G4,Active,CC-107,160
EMP0329,Employee 0329,Data & Analytics,Team E,Data Analyst,Full-Time,6,2022-04-18,Pune,EMP0081,Node.js,Python,G4,Active,CC-148,160
EMP0330,Employee 0330,DevOps,Team E,Product Analyst,Full-Time,6,2024-02-09,Chennai,EMP0050,AWS,Cloud,G4,Active,CC-103,160
EMP0331,Employee 0331,DevOps,Team C,Designer,Full-Time,4,2020-06-16,Delhi,EMP0104,Excel,Analytics,G3,Active,CC-198,160
EMP0332,Employee 0332,Sales,Team C,Lead Engineer,Full-Time,1,2019-10-16,Delhi,EMP0098,React,UI/UX,G1,Active,CC-145,160
EMP0333,Employee 0333,QA,Team C,Senior Engineer,Full-Time,4,2020-08-26,Delhi,EMP0091,Power BI,Cloud,G3,Active,CC-172,160
EMP0334,Employee 0334,Product,Team A,Finance Analyst,Full-Time,2,2023-07-10,Bengaluru,EMP0008,React,Agile,G2,Active,CC-102,160
EMP0335,Employee 0335,HR,Team B,Product Analyst,Full-Time,7,2018-01-03,Chennai,EMP0092,SQL,Analytics,G4,Active,CC-107,160
EMP0336,Employee 0336,Engineering,Team A,Senior Engineer,Full-Time,4,2024-07-30,Chennai,EMP0010,Power BI,UI/UX,G3,Active,CC-175,160
EMP0337,Employee 0337,Data & Analytics,Team D,Data Scientist,Full-Time,2,2021-05-21,Remote,EMP0084,Power BI,Cloud,G2,On Leave,CC-190,160
EMP0338,Employee 0338,HR,Team E,Support Engineer,Full-Time,3,2024-11-18,Hyderabad,EMP0049,AWS,Testing,G2,Active,CC-116,160
EMP0339,Employee 0339,QA,Team D,Support Engineer,Contract,5,2018-01-08,Delhi,,Data Science,Analytics,G3,Inactive,CC-178,160
EMP0340,Employee 0340,Product,Team C,DevOps Engineer,Full-Time,2,2024-05-05,Bengaluru,EMP0031,Power BI,Analytics,G2,Active,CC-121,160
EMP0341,Employee 0341,Data & Analytics,Team D,Finance Analyst,Full-Time,2,2025-07-07,Delhi,EMP0034,React,Agile,G2,Active,CC-188,160
EMP0342,Employee 0342,Data & Analytics,Team A,Data Scientist,Full-Time,5,2020-11-17,Noida,EMP0057,Testing,Cloud,G3,Active,CC-152,160
EMP0343,Employee 0343,Finance,Team D,Sales Executive,Full-Time,5,2022-04-01,Pune,EMP0021,Excel,SQL,G3,Active,CC-104,160
EMP0344,Employee 0344,Design,Team C,Junior Engineer,Full-Time,2,2021-07-29,Hyderabad,EMP0114,Testing,Cloud,G2,Active,CC-193,160
EMP0345,Employee 0345,Data & Analytics,Team D,Product Manager,Full-Time,3,2019-01-17,Delhi,EMP0056,SQL,UI/UX,G2,On Leave,CC-120,160
EMP0346,Employee 0346,Engineering,Team E,Software Engineer,Full-Time,5,2021-09-18,Mumbai,EMP0085,AWS,Testing,G3,Active,CC-130,160
EMP0347,Employee 0347,Data & Analytics,Team B,Junior Engineer,Full-Time,0,2022-05-29,Delhi,EMP0047,Python,UI/UX,G1,Active,CC-111,160
EMP0348,Employee 0348,Design,Team A,Finance Analyst,Full-Time,0,2025-06-04,Delhi,EMP0027,SQL,Testing,G1,Active,CC-110,160
EMP0349,Employee 0349,Finance,Team D,Finance Analyst,Full-Time,2,2019-04-19,Mumbai,EMP0012,Node.js,UI/UX,G2,Active,CC-123,160
EMP0350,Employee 0350,DevOps,Team C,Sales Executive,Full-Time,3,2022-04-12,Remote,EMP0060,AWS,Agile,G2,Active,CC-134,160
EMP0351,Employee 0351,Sales,Team A,Junior Engineer,Full-Time,5,2019-09-12,Chennai,EMP0104,Node.js,UI/UX,G3,Active,CC-196,160
EMP0352,Employee 0352,Sales,Team E,Lead Engineer,Full-Time,8,2024-03-17,Noida,EMP0069,Excel,Agile,G5,Active,CC-160,160
EMP0353,Employee 0353,Design,Team E,Software Engineer,Contract,7,2022-06-06,Hyderabad,EMP0016,Excel,Cloud,G4,Active,CC-121,160
EMP0354,Employee 0354,Product,Team D,HR Executive,Full-Time,4,2020-02-29,Pune,EMP0106,SQL,Testing,G3,Active,CC-140,160
EMP0355,Employee 0355,Data & Analytics,Team C,Software Engineer,Full-Time,4,2022-05-09,Remote,EMP0118,Python,UI/UX,G3,Active,CC-114,160
EMP0356,Employee 0356,Support,Team A,Senior Engineer,Full-Time,1,2019-08-31,Bengaluru,EMP0073,Java,Testing,G1,Active,CC-168,160
EMP0357,Employee 0357,DevOps,Team E,Sales Executive,Full-Time,4,2022-08-11,Remote,EMP0005,SQL,Testing,G3,Active,CC-151,160
EMP0358,Employee 0358,QA,Team D,Designer,Full-Time,3,2024-10-29,Chennai,EMP0089,React,Python,G2,Active,CC-195,160
EMP0359,Employee 0359,Finance,Team C,Sales Executive,Contract,5,2021-01-05,Mumbai,EMP0036,Excel,SQL,G3,Active,CC-129,160
EMP0360,Employee 0360,QA,Team D,Data Analyst,Full-Time,2,2022-12-20,Bengaluru,EMP0025,Excel,Agile,G2,Active,CC-152,160
EMP0361,Employee 0361,Finance,Team E,HR Executive,Contract,6,2023-10-17,Hyderabad,EMP0009,AWS,UI/UX,G4,Active,CC-117,160
EMP0362,Employee 0362,HR,Team B,Sales Executive,Full-Time,9,2024-05-18,Delhi,EMP0032,Python,DevOps,G5,Active,CC-106,160
EMP0363,Employee 0363,DevOps,Team E,Support Engineer,Full-Time,4,2020-03-26,Noida,EMP0082,Java,Python,G3,Active,CC-130,160
EMP0364,Employee 0364,DevOps,Team D,Product Analyst,Full-Time,5,2024-08-30,Chennai,EMP0045,SQL,Testing,G3,Inactive,CC-195,160
EMP0365,Employee 0365,Data & Analytics,Team E,Data Analyst,Full-Time,6,2018-04-23,Pune,EMP0110,React,Agile,G4,Active,CC-186,160
EMP0366,Employee 0366,Product,Team A,Data Analyst,Full-Time,3,2025-04-22,Remote,EMP0117,SQL,Cloud,G2,Active,CC-176,160
EMP0367,Employee 0367,Engineering,Team C,Lead Engineer,Full-Time,5,2020-10-30,Noida,EMP0115,Testing,Analytics,G3,Inactive,CC-158,160
